serid,type,time
1.2.840.113704.1.111.7376.1508627193.12,PostProcess-MaliClassification,1.93158
1.2.840.113704.1.111.7376.1508627193.12,LungLeaf-FissurePreproc,1.43732
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,PostProcess-NoduleSegmentation,14.38677
1.3.46.670589.33.1.63644174276232469000003.5075454926704918592,LungLeaf-FissureSegmentation-PatchPrediction,6.13744
1.3.46.670589.33.1.63644174276232469000003.5075454926704918592,LungLeaf-FissureSegmentation-MergeResult,0.04539
1.3.46.670589.33.1.63644174276232469000003.5075454926704918592,LungLeaf-FissureSegmentation,1.34437
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00053
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,PostProcess-DensityClassification,0.40162
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,PostProcess-MaliClassification,1.65614
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,PostProcess-FpAreaCheck,0.00050
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungLeaf-FissurePreproc,5.90639
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,PostProcess-NoduleSegmentation,108.14423
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,1.00178
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,PostProcess-DensityClassification,9.98094
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,PostProcess-MaliClassification,16.39456
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungLeaf-FissurePreproc,2.87448
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Preprocess-Python,22.50600
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00059
1.2.840.113704.1.111.7376.1508627193.12,LungLeaf-FissureSegmentation-SlidingWindow,20.46277
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00831
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-GeneratePatches,9.39166
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-SplitPatches,0.00020
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Preprocess-Cpp,69.54639
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungLeaf-FissureSegmentation-SlidingWindow,14.71617
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00241
1.3.46.670589.33.1.63644174276232469000003.5075454926704918592,LungLeaf-PostProcessingAndDetection,28.25725
1.3.46.670589.33.1.63644174276232469000003.5075454926704918592,LungSeg-StageOneLungSegPrediction,0.07383
1.3.46.670589.33.1.63644174276232469000003.5075454926704918592,LungSeg-LungSegPrediction,0.02923
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungLeaf-FissureSegmentation-SlidingWindow,24.06534
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00056
1.2.840.113704.1.111.7376.1508627193.12,LungLeaf-FissureSegmentation-PatchPrediction,7.86667
1.2.840.113704.1.111.7376.1508627193.12,LungLeaf-FissureSegmentation-MergeResult,0.06215
1.2.840.113704.1.111.7376.1508627193.12,LungLeaf-FissureSegmentation,1.43732
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,1.00341
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungLeaf-FissureSegmentation-PatchPrediction,13.39798
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungLeaf-FissureSegmentation-MergeResult,0.13560
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungLeaf-FissureSegmentation,2.87448
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00052
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Preprocess-Python,25.90112
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-PrepareLoader,0.00006
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungLeaf-FissureSegmentation-PatchPrediction,16.89925
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungLeaf-FissureSegmentation-MergeResult,0.09745
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungLeaf-FissureSegmentation,5.90639
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00204
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungLeaf-PostProcessingAndDetection,16.63421
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-GeneratePatches,8.80031
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungSeg-StageOneLungSegPrediction,0.20030
1.3.12.2.1107.5.1.4.73757.30000017110410590937800314411,LungSeg-LungSegPrediction,0.14178
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-SplitPatches,0.00021
1.2.840.113704.1.111.12724.1508636625.12,Preprocess-Cpp,72.02253
1.2.840.113704.1.111.7376.1508627193.12,LungLeaf-PostProcessingAndDetection,27.23263
1.2.840.113704.1.111.7376.1508627193.12,LungSeg-StageOneLungSegPrediction,0.06865
1.2.840.113704.1.111.7376.1508627193.12,LungSeg-LungSegPrediction,0.02208
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-FpAreaCheck,0.00049
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-NoduleSegmentation,90.82113
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-DensityClassification,3.03519
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,PostProcess-MaliClassification,9.29879
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungLeaf-FissurePreproc,2.21212
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-2ModelPredict,52.67839
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-2ModelGetPbb,1.09345
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-Concat,0.00014
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungLeaf-FissureSegmentation-SlidingWindow,12.22250
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-Dbscan,6.21578
1.2.156.112605.14038005439736.20171021233012.3.5600.6,Detection-Relocate,0.00139
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungLeaf-PostProcessingAndDetection,31.21010
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungSeg-StageOneLungSegPrediction,0.06201
1.3.46.670589.33.1.63644169280173710800003.5131598700190405076,LungSeg-LungSegPrediction,0.02259
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-AirwayModel,0.37917
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00212
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00049
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00184
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungLeaf-FissureSegmentation-PatchPrediction,9.15149
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungLeaf-FissureSegmentation-MergeResult,0.06105
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungLeaf-FissureSegmentation,2.21212
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00044
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00047
1.2.840.113704.1.111.12724.1508636625.12,Preprocess-Python,38.00817
1.2.840.113704.1.111.12724.1508636625.12,Detection-PrepareLoader,0.00007
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00210
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-FpAreaCheck,0.00053
1.2.840.113704.1.111.12724.1508636625.12,Detection-GeneratePatches,5.76471
1.2.840.113704.1.111.12724.1508636625.12,Detection-SplitPatches,0.00020
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-NoduleSegmentation,13.57951
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-DensityClassification,1.73237
1.2.156.112605.14038005439736.20171021233012.3.5600.6,PostProcess-MaliClassification,3.75742
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungLeaf-FissurePreproc,1.26114
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungLeaf-PostProcessingAndDetection,16.84438
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungSeg-StageOneLungSegPrediction,0.16074
1.3.12.2.1107.5.1.4.73757.30000017112409335698200182465,LungSeg-LungSegPrediction,0.11574
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Preprocess-Cpp,45.82711
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungLeaf-FissureSegmentation-SlidingWindow,8.88368
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-2ModelPredict,60.02192
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-2ModelGetPbb,1.18909
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-Concat,0.00012
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Preprocess-Cpp,65.91394
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-Dbscan,4.43641
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,Detection-Relocate,0.00115
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungLeaf-FissureSegmentation-PatchPrediction,9.37641
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungLeaf-FissureSegmentation-MergeResult,0.05082
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungLeaf-FissureSegmentation,1.26114
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-AirwayModel,0.46656
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-FpAreaCheck,0.00043
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-FpAreaCheck,0.00039
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Preprocess-Python,30.30589
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-PrepareLoader,0.00006
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-FpAreaCheck,0.00050
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Preprocess-Cpp,51.60969
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-FpAreaCheck,0.00048
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungLeaf-PostProcessingAndDetection,18.59889
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungSeg-StageOneLungSegPrediction,0.09588
1.2.156.112605.14038005439736.20171021233012.3.5600.6,LungSeg-LungSegPrediction,0.04468
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-GeneratePatches,9.64170
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-SplitPatches,0.00021
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Preprocess-Python,24.13051
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-PrepareLoader,0.00007
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-FpAreaCheck,1.00315
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-GeneratePatches,4.93665
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-NoduleSegmentation,18.94556
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-DensityClassification,0.88209
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,PostProcess-MaliClassification,2.28371
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-SplitPatches,0.00044
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungLeaf-FissurePreproc,1.14659
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Preprocess-Python,26.53628
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-PrepareLoader,0.00005
1.2.840.113704.1.111.12724.1508636625.12,Detection-2ModelPredict,67.72737
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungLeaf-FissureSegmentation-SlidingWindow,12.84074
1.2.840.113704.1.111.12724.1508636625.12,Detection-2ModelGetPbb,1.26853
1.2.840.113704.1.111.12724.1508636625.12,Detection-Concat,0.00016
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-GeneratePatches,8.30984
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-SplitPatches,0.00018
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungLeaf-FissureSegmentation-PatchPrediction,20.00794
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungLeaf-FissureSegmentation-MergeResult,0.06151
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungLeaf-FissureSegmentation,1.14659
1.2.840.113704.1.111.12724.1508636625.12,Detection-Dbscan,18.29050
1.2.840.113704.1.111.12724.1508636625.12,Detection-Relocate,0.00162
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-AirwayModel,1.04312
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00050
1.2.156.112605.14038005439736.20171029014753.3.5812.6,Preprocess-Cpp,56.88401
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00053
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungLeaf-PostProcessingAndDetection,22.26196
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungSeg-StageOneLungSegPrediction,0.17033
1.3.46.670589.33.1.63644257919529423300002.5134933138474859380,LungSeg-LungSegPrediction,0.06392
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00062
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00053
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00049
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-2ModelPredict,80.52174
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,1.00078
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-2ModelGetPbb,1.16949
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-Concat,0.00011
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00048
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-Dbscan,3.68172
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,Detection-Relocate,0.00106
1.2.156.112605.14038005439736.20171029014753.3.5812.6,Preprocess-Python,38.27607
1.2.156.112605.14038005439736.20171029014753.3.5812.6,Detection-PrepareLoader,0.00007
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-AirwayModel,0.76780
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-FpAreaCheck,0.00042
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00052
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-FpAreaCheck,0.00056
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00050
1.2.156.112605.14038005439736.20171029014753.3.5812.6,Detection-GeneratePatches,11.86596
1.2.156.112605.14038005439736.20171029014753.3.5812.6,Detection-SplitPatches,0.00022
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-2ModelPredict,80.56472
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-2ModelGetPbb,1.27585
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-Concat,0.00012
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-FpAreaCheck,0.00066
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-2ModelPredict,111.42538
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-2ModelGetPbb,1.81729
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-Concat,0.00020
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-FpAreaCheck,0.00099
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-FpAreaCheck,1.00189
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-Dbscan,4.32979
1.2.156.112605.14038005439736.20171024015802.3.5600.7,Detection-Relocate,0.01192
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-NoduleSegmentation,54.69925
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-DensityClassification,3.54713
1.2.840.113704.1.111.12724.1508636625.12,PostProcess-MaliClassification,7.40454
1.2.840.113704.1.111.12724.1508636625.12,LungLeaf-FissurePreproc,2.47979
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-FpAreaCheck,0.00059
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-AirwayModel,0.78118
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,0.00050
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-FpAreaCheck,0.00054
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,0.00091
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-FpAreaCheck,0.00061
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,1.00155
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-NoduleSegmentation,40.59163
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-DensityClassification,1.62560
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,PostProcess-MaliClassification,4.66806
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,LungLeaf-FissurePreproc,1.80320
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,0.00262
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-Dbscan,5.41471
1.2.156.112605.14038005439736.20171024003517.3.5600.6,Detection-Relocate,0.00328
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,0.00208
1.2.840.113704.1.111.12724.1508636625.12,LungLeaf-FissureSegmentation-SlidingWindow,34.97934
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-AirwayModel,0.51710
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-FpAreaCheck,0.00065
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,0.00073
1.3.46.670589.33.1.63644963121163633700002.4685770761375538288,Preprocess-Cpp,95.60171
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-FpAreaCheck,0.00309
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,0.00328
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,LungLeaf-FissureSegmentation-SlidingWindow,20.73318
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-FpAreaCheck,0.00068
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-FpAreaCheck,1.00685
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-FpAreaCheck,1.00131
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-NoduleSegmentation,45.82480
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-DensityClassification,1.33890
1.2.156.112605.14038005439736.20171024015802.3.5600.7,PostProcess-MaliClassification,5.12625
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-NoduleSegmentation,19.42043
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-DensityClassification,0.76867
1.2.156.112605.14038005439736.20171024003517.3.5600.6,PostProcess-MaliClassification,2.75082
1.2.156.112605.14038005439736.20171024015802.3.5600.7,LungLeaf-FissurePreproc,1.13915
1.2.156.112605.14038005439736.20171024003517.3.5600.6,LungLeaf-FissurePreproc,1.65193
1.2.840.113704.1.111.12724.1508636625.12,LungLeaf-FissureSegmentation-PatchPrediction,14.62940
1.2.840.113704.1.111.12724.1508636625.12,LungLeaf-FissureSegmentation-MergeResult,0.07183
1.2.840.113704.1.111.12724.1508636625.12,LungLeaf-FissureSegmentation,2.47979
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,LungLeaf-FissureSegmentation-PatchPrediction,11.04729
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,LungLeaf-FissureSegmentation-MergeResult,0.06886
1.3.46.670589.33.1.63644266360615225800002.5755169787266316730,LungLeaf-FissureSegmentation,1.80320
