serid,type,time
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungSeg-StageOneLungSegPrediction,0.08610
1.3.12.2.1107.5.1.4.67176.30000016082900085072800003572,LungSeg-LungSegPrediction,0.03530
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissureSegmentation-PatchPrediction,8.44815
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissureSegmentation-MergeResult,0.09119
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-FissureSegmentation,1.88646
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-GeneratePatches,9.44019
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-SplitPatches,0.00022
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-Dbscan,19.39090
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,Detection-Relocate,0.00240
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Preprocess-Cpp,40.71282
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-AirwayModel,0.35407
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00042
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00059
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Preprocess-Cpp,40.53680
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00063
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungLeaf-PostProcessingAndDetection,22.17816
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungSeg-StageOneLungSegPrediction,0.06034
1.3.12.2.1107.5.1.4.67176.30000016090700061428700067109,LungSeg-LungSegPrediction,0.01236
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00037
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00044
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Preprocess-Python,21.71007
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00057
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00073
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-GeneratePatches,2.73460
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-SplitPatches,0.00021
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00255
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00038
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Preprocess-Cpp,46.19006
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Preprocess-Python,27.54584
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-PrepareLoader,0.00009
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Preprocess-Cpp,41.53580
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00063
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00053
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-GeneratePatches,13.05076
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-SplitPatches,0.00039
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00051
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Preprocess-Python,27.58751
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-FpAreaCheck,0.00049
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-NoduleSegmentation,37.35659
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-DensityClassification,4.64461
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,PostProcess-MaliClassification,11.20541
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Preprocess-Cpp,44.62696
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-FissurePreproc,1.93496
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-GeneratePatches,11.35365
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-SplitPatches,0.00026
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Preprocess-Python,30.82680
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-PrepareLoader,0.00007
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-2ModelPredict,76.24158
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-2ModelGetPbb,1.31913
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-Concat,0.00015
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Preprocess-Cpp,38.87674
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-Dbscan,1.56186
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,Detection-Relocate,0.00066
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-AirwayModel,0.51196
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-FpAreaCheck,0.00043
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-FissureSegmentation-SlidingWindow,19.48094
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-GeneratePatches,14.89907
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-SplitPatches,0.00016
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Preprocess-Python,24.88161
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-FpAreaCheck,0.00035
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-NoduleSegmentation,7.84385
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-DensityClassification,1.30045
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,PostProcess-MaliClassification,3.31438
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungLeaf-FissurePreproc,1.42932
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Preprocess-Python,19.07392
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-GeneratePatches,12.41819
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-SplitPatches,0.00019
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-GeneratePatches,12.08740
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-SplitPatches,0.00018
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungLeaf-FissureSegmentation-SlidingWindow,15.93110
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-2ModelPredict,91.48691
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-2ModelGetPbb,1.08996
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-Concat,0.00014
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,Detection-Dbscan,0.13982
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-FissureSegmentation-PatchPrediction,32.30300
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,PostProcess-AirwayModel,0.62543
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,PostProcess-NoduleSegmentation,0.00000
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,PostProcess-DensityClassification,0.00000
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,PostProcess-MaliClassification,0.00000
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-FissureSegmentation-MergeResult,0.04826
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-FissureSegmentation,1.93496
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,LungLeaf-FissurePreproc,1.37759
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,LungLeaf-FissureSegmentation-SlidingWindow,13.53000
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungLeaf-PostProcessingAndDetection,17.93649
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungSeg-StageOneLungSegPrediction,0.10263
1.3.12.2.1107.5.1.4.67176.30000016091923025713300009861,LungSeg-LungSegPrediction,0.06879
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungLeaf-FissureSegmentation-PatchPrediction,43.39584
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungLeaf-FissureSegmentation-MergeResult,0.04819
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungLeaf-FissureSegmentation,1.42932
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungLeaf-PostProcessingAndDetection,14.29825
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungSeg-StageOneLungSegPrediction,0.03958
1.3.12.2.1107.5.1.4.67176.30000016091923025713300031863,LungSeg-LungSegPrediction,0.01118
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,LungLeaf-FissureSegmentation-PatchPrediction,36.01385
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,LungLeaf-FissureSegmentation-MergeResult,0.03263
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,LungLeaf-FissureSegmentation,1.37759
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Preprocess-Cpp,24.74095
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,LungLeaf-PostProcessingAndDetection,11.66791
1.3.12.2.1107.5.1.4.67176.30000016092123485247400063174,LungSeg-StageOneLungSegPrediction,0.02685
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Preprocess-Python,15.32754
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-PrepareLoader,0.00010
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-GeneratePatches,4.57697
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-SplitPatches,0.00019
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Preprocess-Cpp,28.48292
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Preprocess-Cpp,25.46984
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Preprocess-Python,16.53467
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-GeneratePatches,8.31883
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-SplitPatches,0.00014
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Preprocess-Python,15.46957
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Detection-GeneratePatches,10.39643
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Detection-SplitPatches,0.00014
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-2ModelPredict,260.15036
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-2ModelGetPbb,1.64179
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-Concat,0.00013
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-2ModelPredict,288.98203
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-2ModelGetPbb,1.95950
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-Concat,0.00021
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-Dbscan,7.94815
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,Detection-Relocate,0.00120
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-AirwayModel,0.26814
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-FpAreaCheck,0.00041
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-FpAreaCheck,0.00045
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-2ModelPredict,251.62268
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-FpAreaCheck,1.00373
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-2ModelPredict,276.52523
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-2ModelGetPbb,1.39832
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-Concat,0.00013
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-2ModelGetPbb,1.62899
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-Concat,0.00016
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-FpAreaCheck,0.00054
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-Dbscan,16.72994
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,Detection-Relocate,0.00104
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-AirwayModel,0.86427
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00038
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-FpAreaCheck,0.00051
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-2ModelPredict,274.03444
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00037
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-2ModelGetPbb,1.62969
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-Concat,0.00021
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-NoduleSegmentation,14.41003
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-DensityClassification,4.70050
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,PostProcess-MaliClassification,5.08663
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungLeaf-FissurePreproc,1.86489
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-Dbscan,13.11563
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,Detection-Relocate,0.00095
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00053
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00054
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-Dbscan,6.00993
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,Detection-Relocate,0.00142
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-AirwayModel,0.98407
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,0.00044
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-AirwayModel,0.68330
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-FpAreaCheck,0.00040
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-Dbscan,10.63953
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,Detection-Relocate,0.00142
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00079
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungLeaf-FissureSegmentation-SlidingWindow,14.43506
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-FpAreaCheck,0.00066
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,1.00181
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-FpAreaCheck,0.00065
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-AirwayModel,0.50230
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-2ModelPredict,199.73575
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00057
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,0.00070
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-2ModelGetPbb,1.25512
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-Concat,0.00014
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00270
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-FpAreaCheck,0.00081
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00246
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-NoduleSegmentation,21.39491
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-DensityClassification,4.40446
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,PostProcess-MaliClassification,6.75494
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungLeaf-FissurePreproc,1.69835
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00051
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-FpAreaCheck,1.00275
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-Dbscan,9.48545
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,Detection-Relocate,0.00118
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,0.00056
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-2ModelPredict,170.64863
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-NoduleSegmentation,16.52027
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-DensityClassification,2.98205
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,PostProcess-MaliClassification,4.13087
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00095
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-2ModelGetPbb,1.13183
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-Concat,0.00026
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,LungLeaf-FissurePreproc,1.71828
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-FpAreaCheck,0.00056
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-AirwayModel,0.21178
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-FpAreaCheck,0.00039
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-Dbscan,2.32112
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,Detection-Relocate,0.00121
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00065
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungLeaf-FissureSegmentation-PatchPrediction,19.89862
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungLeaf-FissureSegmentation-MergeResult,0.09872
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungLeaf-FissureSegmentation,1.86489
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-FpAreaCheck,0.00051
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-NoduleSegmentation,25.42984
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-DensityClassification,2.55610
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,PostProcess-MaliClassification,5.55519
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-AirwayModel,0.28987
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,LungLeaf-FissurePreproc,2.08146
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-FpAreaCheck,0.00306
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungLeaf-FissureSegmentation-SlidingWindow,15.00231
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,1.00173
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-FpAreaCheck,0.00074
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-FpAreaCheck,0.00259
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-FpAreaCheck,1.00128
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-FpAreaCheck,0.00058
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-NoduleSegmentation,25.95758
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-DensityClassification,2.72118
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,PostProcess-MaliClassification,5.08389
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-FpAreaCheck,0.00056
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Detection-2ModelPredict,176.97205
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,LungLeaf-FissureSegmentation-SlidingWindow,17.76793
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,LungLeaf-FissurePreproc,1.68498
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Detection-2ModelGetPbb,1.45211
1.3.12.2.1107.5.1.4.67176.30000016101200053944200005219,Detection-Concat,0.00019
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-NoduleSegmentation,12.30625
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-DensityClassification,0.46193
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,PostProcess-MaliClassification,2.12988
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,LungLeaf-FissurePreproc,1.69854
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-NoduleSegmentation,15.90801
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-DensityClassification,1.13813
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,PostProcess-MaliClassification,3.46262
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungLeaf-PostProcessingAndDetection,19.20224
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungLeaf-FissureSegmentation-PatchPrediction,10.32658
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,LungLeaf-FissurePreproc,1.32070
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungLeaf-FissureSegmentation-MergeResult,0.10872
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungLeaf-FissureSegmentation,1.69835
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungSeg-StageOneLungSegPrediction,0.11886
1.3.12.2.1107.5.1.4.67176.30000016092623592860000010302,LungSeg-LungSegPrediction,0.04086
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,LungLeaf-FissureSegmentation-SlidingWindow,19.26755
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,LungLeaf-FissureSegmentation-SlidingWindow,12.97315
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,LungLeaf-FissureSegmentation-PatchPrediction,9.79577
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,LungLeaf-FissureSegmentation-MergeResult,0.08375
1.3.12.2.1107.5.1.4.67176.30000016092623592860000061432,LungLeaf-FissureSegmentation,1.71828
1.3.12.2.1107.5.1.4.67176.30000016100800080601500070142,LungLeaf-FissureSegmentation-SlidingWindow,12.96436
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,LungLeaf-FissureSegmentation-SlidingWindow,11.54190
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungLeaf-PostProcessingAndDetection,19.06708
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungSeg-StageOneLungSegPrediction,0.10825
1.3.12.2.1107.5.1.4.67176.30000016092123485247400068441,LungSeg-LungSegPrediction,0.06181
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,LungLeaf-FissureSegmentation-PatchPrediction,13.53131
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,LungLeaf-FissureSegmentation-MergeResult,0.08594
1.3.12.2.1107.5.1.4.67176.30000016092623592860000023664,LungLeaf-FissureSegmentation,2.08146
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,LungLeaf-FissureSegmentation-PatchPrediction,11.11088
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,LungLeaf-FissureSegmentation-PatchPrediction,8.90071
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,LungLeaf-FissureSegmentation-MergeResult,0.05186
1.3.12.2.1107.5.1.4.67176.30000016092623592860000064478,LungLeaf-FissureSegmentation,1.68498
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,LungLeaf-FissureSegmentation-MergeResult,0.04870
1.3.12.2.1107.5.1.4.67176.30000016092623592860000067572,LungLeaf-FissureSegmentation,1.32070
